filename,ground_truth,prediction,confidences
ADNI_003_S_0908_MR_MPRAGE_br_raw_20080225165642255_98_S46187_I92660.nii.gz,T1,T1,10.75;89.25
ADNI_041_S_4874_MR_MPRAGE_br_raw_20130306163444190_89_S183787_I362185.nii.gz,T1,T1,4.60;95.40
ADNI_127_S_1427_MR_Axial_PD_T2_FSE__br_raw_20080905102023852_1_S56225_I117509.nii.gz,PD,PD,71.72;28.28
ADNI_012_S_4094_MR_MPRAGE_br_raw_20110708124142124_10_S114032_I243881.nii.gz,T1,T1,11.67;88.33
ADNI_073_S_4216_MR_MPRAGE_br_raw_20151009150414371_94_S284190_I524274.nii.gz,T1,T1,3.69;96.31
ADNI_013_S_4268_MR_MPRAGE_br_raw_20111102113957291_58_S127831_I264420.nii.gz,T1,T1,15.88;84.12
ADNI_005_S_0221_MR_Axial_PD_T2_FSE__br_raw_20080424162928270_1_S49278_I103933.nii.gz,PD,T1,47.56;52.44
ADNI_027_S_0485_MR_Axial_PD_T2_FSE__br_raw_20070531084507104_1_S32856_I55617.nii.gz,PD,PD,75.01;24.99
ADNI_006_S_0484_MR_Axial_PD_T2_FSE__br_raw_20060622091006656_95_S15772_I17375.nii.gz,PD,PD,57.95;42.05
ADNI_036_S_2378_MR_MPRAGE_br_raw_20150810143859930_112_S268460_I504710.nii.gz,T1,T1,4.79;95.21
ADNI_051_S_1072_MR_MPRAGE_br_raw_20070917153141707_95_S39334_I73381.nii.gz,T1,T1,5.91;94.09
ADNI_041_S_0679_MR_MPRAGE_br_raw_20070814092203359_98_S37276_I67547.nii.gz,T1,T1,12.84;87.16
ADNI_035_S_4085_MR_MPRAGE_br_raw_20110707140147805_134_S113977_I243803.nii.gz,T1,T1,6.57;93.43
ADNI_020_S_4920_MR_MPRAGE_br_raw_20121207145620168_2_S167565_I334258.nii.gz,T1,T1,7.18;92.82
ADNI_053_S_0507_MR_MPRAGE_br_raw_20080612092754828_86_S51463_I109282.nii.gz,T1,T1,7.74;92.26
ADNI_041_S_4989_MR_MPRAGE_br_raw_20141112084239671_1_S236494_I453212.nii.gz,T1,T1,7.53;92.47
ADNI_016_S_1121_MR_MPRAGE_br_raw_20081222145750472_137_S61064_I132087.nii.gz,T1,T1,14.38;85.62
ADNI_123_S_4127_MR_MPRAGE_br_raw_20120215152125698_5_S140907_I285019.nii.gz,T1,T1,11.07;88.93
ADNI_128_S_2123_MR_MPRAGE_br_raw_20111221103432368_88_S134342_I273742.nii.gz,T1,T1,6.72;93.28
ADNI_131_S_0691_MR_Axial_PD_T2_FSE__br_raw_20070212160446322_1_S26380_I39501.nii.gz,PD,T1,48.51;51.49
ADNI_114_S_0410_MR_MPRAGE_br_raw_20060418104549908_98_S13289_I13595.nii.gz,T1,T1,17.04;82.96
ADNI_037_S_4028_MR_MPRAGE_br_raw_20111115145326551_45_S116844_I247840.nii.gz,T1,T1,8.38;91.62
ADNI_130_S_0289_MR_Axial_PD_T2_FSE__br_raw_20060928134907462_1_S19470_I25302.nii.gz,PD,PD,74.36;25.64
ADNI_002_S_0729_MR_Axial_PD_T2_FSE__br_raw_20100722173740049_17_S89462_I186072.nii.gz,PD,PD,72.64;27.36
ADNI_035_S_2074_MR_MPRAGE_br_raw_20121210110616388_95_S176874_I350290.nii.gz,T1,T1,3.40;96.60
ADNI_126_S_0606_MR_Axial_PD_T2_FSE__br_raw_20080731122255753_1_S54551_I114942.nii.gz,PD,PD,86.35;13.65
ADNI_072_S_2070_MR_MPRAGE_br_raw_20101217105513485_173_S96709_I209014.nii.gz,T1,T1,7.10;92.90
ADNI_128_S_4607_MR_MPRAGE_br_raw_20120326110850912_176_S144704_I293375.nii.gz,T1,T1,6.26;93.74
ADNI_067_S_0029_MR_MPRAGE_br_raw_20060525142050231_63_S14925_I16031.nii.gz,T1,T1,12.52;87.48
ADNI_020_S_4619_MR_MPRAGE_br_raw_20120419073120435_94_S147630_I298388.nii.gz,T1,T1,5.66;94.34
ADNI_002_S_2073_MR_MPRAGE_br_raw_20100908060239351_35_S91784_I192256.nii.gz,T1,T1,12.94;87.06
ADNI_041_S_0679_MR_MPRAGE_br_raw_20070209155420484_98_S26256_I39044.nii.gz,T1,T1,13.37;86.63
ADNI_073_S_5016_MR_MPRAGE_br_raw_20121025143537810_122_S172362_I342679.nii.gz,T1,T1,9.15;90.85
ADNI_041_S_4143_MR_MPRAGE_br_raw_20110729115217862_11_S116735_I247654.nii.gz,T1,T1,4.26;95.74
ADNI_031_S_4029_MR_MPRAGE_br_raw_20111110170910078_119_S128917_I265965.nii.gz,T1,T1,14.38;85.62
ADNI_116_S_4199_MR_MPRAGE_br_raw_20110825135128784_131_S120348_I252816.nii.gz,T1,T1,3.91;96.09
ADNI_009_S_4564_MR_MPRAGE_br_raw_20120312094555037_80_S143615_I289790.nii.gz,T1,T1,5.66;94.34
ADNI_094_S_1402_MR_Axial_PD_T2_FSE__br_raw_20080523105810564_1_S50487_I106641.nii.gz,PD,PD,84.78;15.22
ADNI_007_S_0128_MR_Axial_PD_T2_FSE__br_raw_20060815202411132_9_S17901_I20614.nii.gz,PD,PD,70.39;29.61
ADNI_020_S_1288_MR_MPRAGE_br_raw_20090325131407718_1_S65063_I139834.nii.gz,T1,T1,11.78;88.22
ADNI_006_S_4960_MR_MPRAGE_br_raw_20151116142110440_87_S308849_I554367.nii.gz,T1,T1,18.68;81.32
ADNI_136_S_0429_MR_Axial_PD_T2_FSE__br_raw_20080625142623335_1_S51819_I110069.nii.gz,PD,PD,66.60;33.40
ADNI_021_S_0273_MR_Axial_PD_T2_FSE__br_raw_20071005130413956_63_S41007_I76866.nii.gz,PD,PD,96.05;3.95
ADNI_016_S_0769_MR_MPRAGE_br_raw_20140707164802278_135_S224362_I434606.nii.gz,T1,T1,10.80;89.20
ADNI_036_S_4562_MR_MPRAGE_br_raw_20120713100218856_107_S157519_I316201.nii.gz,T1,T1,6.59;93.41
ADNI_098_S_0269_MR_Axial_PD_T2_FSE__br_raw_20071015171153390_95_S41489_I77788.nii.gz,PD,PD,76.12;23.88
ADNI_037_S_4028_MR_MPRAGE_br_raw_20111121135742602_98_S130260_I267802.nii.gz,T1,T1,7.91;92.09
ADNI_036_S_4715_MR_MPRAGE_br_raw_20140603131118144_94_S221458_I429594.nii.gz,T1,T1,8.04;91.96
ADNI_031_S_4590_MR_MPRAGE_br_raw_20140321150030934_131_S214640_I417560.nii.gz,T1,T1,15.83;84.17
ADNI_041_S_4271_MR_MPRAGE_br_raw_20111011124607848_69_S125037_I260507.nii.gz,T1,T1,5.51;94.49
ADNI_014_S_0357_MR_Axial_PD_T2_FSE__br_raw_20060405163858626_1_S12822_I12961.nii.gz,PD,PD,71.91;28.09
ADNI_010_S_0422_MR_MPRAGE_br_raw_20070405103051916_79_S29319_I48188.nii.gz,T1,T1,17.39;82.61
ADNI_024_S_4169_MR_MPRAGE_br_raw_20130927175259867_48_S202418_I392473.nii.gz,T1,T1,7.90;92.10
ADNI_114_S_0410_MR_MPRAGE_br_raw_20061130160926018_98_S23195_I31047.nii.gz,T1,T1,16.86;83.14
ADNI_019_S_4680_MR_MPRAGE_br_raw_20120425161952913_119_S148323_I300530.nii.gz,T1,T1,9.97;90.03
ADNI_130_S_0969_MR_Axial_PD_T2_FSE__br_raw_20070507161535051_1_S31838_I53681.nii.gz,PD,PD,57.20;42.80
ADNI_136_S_1227_MR_Axial_PD_T2_FSE__br_raw_20090324115717125_1_S64944_I139666.nii.gz,PD,PD,70.38;29.62
ADNI_019_S_4680_MR_MPRAGE_br_raw_20130506153323367_138_S188697_I370446.nii.gz,T1,T1,10.37;89.63
ADNI_072_S_2093_MR_MPRAGE_br_raw_20101008113901264_124_S93143_I195820.nii.gz,T1,T1,18.72;81.28
ADNI_099_S_0958_MR_MPRAGE_br_raw_20130418083020260_62_S187330_I367798.nii.gz,T1,T1,8.12;91.88
ADNI_128_S_0272_MR_FSE_PD_T2__br_raw_20060322195021705_1_S12392_I12310.nii.gz,PD,PD,92.99;7.01
ADNI_029_S_0871_MR_Axial_PD_T2_FSE__br_raw_20061219112517328_1_S24244_I33715.nii.gz,PD,PD,74.92;25.08
ADNI_037_S_0552_MR_FSE_PD_T2__br_raw_20071205134712285_1_S43377_I84213.nii.gz,PD,PD,87.77;12.23
ADNI_006_S_4960_MR_MPRAGE_br_raw_20130110143255350_50_S179857_I354588.nii.gz,T1,T1,16.08;83.92
ADNI_031_S_4042_MR_MPRAGE_br_raw_20111208145152328_143_S132230_I270579.nii.gz,T1,T1,15.64;84.36
ADNI_130_S_4982_MR_MPRAGE_br_raw_20131025160825614_168_S204906_I395985.nii.gz,T1,T1,11.07;88.93
ADNI_123_S_4806_MR_MPRAGE_br_raw_20120622140227509_72_S154998_I311954.nii.gz,T1,T1,6.17;93.83
ADNI_130_S_0102_MR_Axial_PD_T2_FSE__br_raw_20060802140510683_1_S17520_I20067.nii.gz,PD,PD,76.90;23.10
ADNI_035_S_4114_MR_MPRAGE_br_raw_20111109174341908_153_S128616_I265609.nii.gz,T1,T1,5.17;94.83
ADNI_073_S_4216_MR_MPRAGE_br_raw_20111206161042652_46_S132049_I270290.nii.gz,T1,T1,4.15;95.85
ADNI_033_S_0733_MR_MPRAGE_br_raw_20070814121736400_98_S37309_I67598.nii.gz,T1,T1,2.57;97.43
ADNI_941_S_4187_MR_MPRAGE_br_raw_20120831083349671_159_S165483_I329496.nii.gz,T1,T1,3.62;96.38
ADNI_023_S_1104_MR_MPRAGE_br_raw_20061116082948343_1_S22578_I29738.nii.gz,T1,T1,15.63;84.37
ADNI_016_S_0769_MR_t2_fse_ax_fs_br_raw_20060828100817013_1_S18295_I23427.nii.gz,PD,T1,29.20;70.80
ADNI_016_S_1121_MR_MPRAGE_br_raw_20080723113952608_98_S53958_I114056.nii.gz,T1,T1,3.14;96.86
ADNI_031_S_0351_MR_FSE_PD_T2__br_raw_20061103105449250_99_S21907_I28620.nii.gz,PD,PD,94.11;5.89
ADNI_068_S_4061_MR_MPRAGE_br_raw_20110920161525038_136_S122802_I257082.nii.gz,T1,T1,5.41;94.59
ADNI_116_S_4625_MR_MPRAGE_br_raw_20121019145744642_4_S171482_I341366.nii.gz,T1,T1,4.54;95.46
ADNI_023_S_0331_MR_MPRAGE_br_raw_20060412131809068_1_S13168_I13417.nii.gz,T1,T1,6.68;93.32
ADNI_073_S_4795_MR_MPRAGE_br_raw_20130404093946376_31_S185911_I365455.nii.gz,T1,T1,7.09;92.91
ADNI_051_S_1072_MR_MPRAGE_br_raw_20061124123244310_125_S22884_I30446.nii.gz,T1,T1,11.38;88.62
ADNI_130_S_4817_MR_MPRAGE_br_raw_20160726100308186_142_S487316_I761004.nii.gz,T1,T1,25.05;74.95
ADNI_067_S_4184_MR_MPRAGE_br_raw_20110908150619275_63_S121507_I255147.nii.gz,T1,T1,7.10;92.90
ADNI_003_S_1057_MR_MPRAGE_br_raw_20100217150708453_60_S80181_I166383.nii.gz,T1,T1,9.99;90.01
ADNI_036_S_2378_MR_MPRAGE_br_raw_20130722082001249_168_S195929_I381814.nii.gz,T1,T1,4.81;95.19
ADNI_137_S_0994_MR_Axial_PD_T2_FSE__br_raw_20091201142716507_1_S76840_I159946.nii.gz,PD,PD,86.25;13.75
ADNI_035_S_4114_MR_MPRAGE_br_raw_20140723160420144_61_S224652_I435006.nii.gz,T1,T1,5.74;94.26
ADNI_126_S_0606_MR_Axial_PD_T2_FSE__br_raw_20070730122103848_97_S36582_I62815.nii.gz,PD,PD,84.31;15.69
ADNI_053_S_0507_MR_Axial_PD_T2_FSE__br_raw_20061213081836633_1_S23927_I32947.nii.gz,PD,PD,78.05;21.95
ADNI_123_S_4127_MR_MPRAGE_br_raw_20111115142655668_88_S129407_I266643.nii.gz,T1,T1,4.46;95.54
ADNI_032_S_5289_MR_MPRAGE_br_raw_20140519150002278_159_S218815_I425106.nii.gz,T1,T1,4.79;95.21
ADNI_029_S_1184_MR_Axial_PD_T2_FSE__br_raw_20070124102148067_1_S25462_I37349.nii.gz,PD,PD,72.15;27.85
ADNI_130_S_0285_MR_Axial_PD_T2_FSE__br_raw_20140724102859326_37_S225729_I436537.nii.gz,PD,PD,66.86;33.14
ADNI_003_S_1057_MR_MPRAGE_br_raw_20080225152023802_98_S46176_I92523.nii.gz,T1,T1,11.05;88.95
ADNI_033_S_0906_MR_Axial_PD_T2_FSE__br_raw_20081010111445168_1_S57248_I120063.nii.gz,PD,PD,71.71;28.29
ADNI_130_S_0285_MR_Axial_PD_T2_FSE__br_raw_20110406144847026_43_S103392_I226490.nii.gz,PD,PD,74.75;25.25
ADNI_098_S_0667_MR_Axial_PD_T2_FSE__br_raw_20070823164719234_1_S38226_I70082.nii.gz,PD,PD,82.83;17.17
ADNI_027_S_0485_MR_Axial_PD_T2_FSE__br_raw_20060510163043287_1_S14206_I14926.nii.gz,PD,PD,82.67;17.33
ADNI_072_S_2027_MR_MPRAGE_br_raw_20110218125238394_79_S100128_I218230.nii.gz,T1,T1,4.85;95.15
ADNI_037_S_4432_MR_MPRAGE_br_raw_20120501153838456_142_S148786_I301273.nii.gz,T1,T1,5.67;94.33
ADNI_019_S_5019_MR_MPRAGE_br_raw_20140221185900261_9_S213190_I415207.nii.gz,T1,T1,12.56;87.44
ADNI_002_S_1018_MR_Axial_PD_T2_FSE__br_raw_20061129231927228_1_S23126_I30873.nii.gz,PD,PD,70.30;29.70
ADNI_052_S_1054_MR_Axial_PD_T2_FSE__br_raw_20061128113129125_1_S22953_I30579.nii.gz,PD,PD,54.72;45.28
ADNI_130_S_0285_MR_Axial_PD_T2_FSE__br_raw_20100416163045147_87_S83438_I171253.nii.gz,PD,PD,64.29;35.71
ADNI_094_S_1397_MR_Axial_PD_T2_FSE__br_raw_20080519103553546_1_S50304_I106048.nii.gz,PD,PD,70.41;29.59
ADNI_013_S_2389_MR_MPRAGE_br_raw_20120224115824165_138_S141701_I286423.nii.gz,T1,T1,19.67;80.33
ADNI_067_S_5205_MR_MPRAGE_br_raw_20130910084332718_127_S200178_I389098.nii.gz,T1,T1,4.96;95.04
ADNI_010_S_0422_MR_MPRAGE_br_raw_20070405102809443_76_S29318_I48187.nii.gz,T1,T1,18.53;81.47
ADNI_037_S_4028_MR_MPRAGE_br_raw_20120507155215224_174_S149311_I302020.nii.gz,T1,T1,7.87;92.13
ADNI_137_S_0669_MR_Axial_PD_T2_FSE__br_raw_20060721145033592_1_S17102_I19421.nii.gz,PD,PD,97.41;2.59
ADNI_031_S_0351_MR_FSE_PD_T2__br_raw_20061003115123359_1_S13462_I13785.nii.gz,PD,PD,94.28;5.72
ADNI_041_S_4513_MR_MPRAGE_br_raw_20120229153114831_145_S142100_I287125.nii.gz,T1,T1,3.72;96.28
ADNI_137_S_4623_MR_MPRAGE_br_raw_20120716133851780_134_S157685_I316426.nii.gz,T1,T1,9.21;90.79
ADNI_037_S_0552_MR_FSE_PD_T2__br_raw_20060524152728306_1_S14887_I15968.nii.gz,PD,PD,86.65;13.35
ADNI_037_S_4706_MR_MPRAGE_br_raw_20160518092456848_21_S442613_I709520.nii.gz,T1,T1,5.75;94.25
ADNI_128_S_0528_MR_FSE_PD_T2__br_raw_20060517221711342_1_S14628_I15554.nii.gz,PD,PD,86.50;13.50
ADNI_031_S_4042_MR_MPRAGE_br_raw_20130221141013704_141_S182868_I360940.nii.gz,T1,T1,17.61;82.39
ADNI_019_S_5019_MR_MPRAGE_br_raw_20130212132253164_128_S182045_I358814.nii.gz,T1,T1,13.76;86.24
ADNI_006_S_0498_MR_Axial_PD_T2_FSE__br_raw_20061005155738687_1_S19761_I25789.nii.gz,PD,PD,82.82;17.18
ADNI_128_S_4745_MR_MPRAGE_br_raw_20120608092649693_147_S153274_I308772.nii.gz,T1,T1,7.42;92.58
ADNI_029_S_0843_MR_Axial_PD_T2_FSE__br_raw_20060914163004070_1_S18906_I24403.nii.gz,PD,PD,81.88;18.12
ADNI_116_S_0890_MR_FSE_PD_T2__br_raw_20070803133116481_95_S36892_I64544.nii.gz,PD,PD,92.99;7.01
ADNI_136_S_0579_MR_Axial_PD_T2_FSE__br_raw_20060629122554861_1_S15950_I17655.nii.gz,PD,PD,74.42;25.58
ADNI_052_S_0989_MR_Axial_PD_T2_FSE__br_raw_20111220131409296_89_S131964_I270169.nii.gz,PD,PD,59.13;40.87
ADNI_033_S_0906_MR_Axial_PD_T2_FSE__br_raw_20080410161350916_1_S48616_I102185.nii.gz,PD,PD,71.62;28.38
ADNI_072_S_4941_MR_MPRAGE_br_raw_20130416132850708_35_S187082_I367383.nii.gz,T1,T1,4.20;95.80
ADNI_133_S_0488_MR_Axial_PD_T2_FSE__br_raw_20060517180448528_1_S14607_I15517.nii.gz,PD,PD,76.65;23.35
ADNI_037_S_4381_MR_MPRAGE_br_raw_20130128145731238_37_S181073_I356409.nii.gz,T1,T1,6.86;93.14
ADNI_035_S_4114_MR_MPRAGE_br_raw_20130729120225230_153_S196806_I382924.nii.gz,T1,T1,5.06;94.94
ADNI_011_S_0856_MR_MPRAGE_br_raw_20071001100539329_99_S40766_I76347.nii.gz,T1,T1,9.78;90.22
ADNI_127_S_0754_MR_Axial_PD_T2_FSE__br_raw_20071008105138549_1_S41084_I77107.nii.gz,PD,PD,70.75;29.25
ADNI_007_S_0128_MR_Axial_PD_T2_FSE__br_raw_20070216001752401_1_S26560_I40475.nii.gz,PD,PD,69.92;30.08
ADNI_073_S_4360_MR_MPRAGE_br_raw_20120217165221544_149_S141196_I285631.nii.gz,T1,T1,6.97;93.03
ADNI_011_S_4235_MR_MPRAGE_br_raw_20111219125453994_7_S133813_I273063.nii.gz,T1,T1,3.87;96.13
ADNI_123_S_4127_MR_MPRAGE_br_raw_20120806132001118_46_S159610_I321733.nii.gz,T1,T1,4.51;95.49
ADNI_009_S_4741_MR_MPRAGE_br_raw_20120614105529910_44_S153992_I310559.nii.gz,T1,T1,2.94;97.06
ADNI_011_S_4235_MR_MPRAGE_br_raw_20121012095216181_77_S170649_I339811.nii.gz,T1,T1,4.12;95.88
ADNI_116_S_4625_MR_MPRAGE_br_raw_20120629120631998_83_S156026_I313538.nii.gz,T1,T1,4.18;95.82
ADNI_035_S_4414_MR_MPRAGE_br_raw_20120927112448150_53_S168913_I336978.nii.gz,T1,T1,5.70;94.30
ADNI_053_S_0507_MR_MPRAGE_br_raw_20070611125448937_86_S33393_I56652.nii.gz,T1,T1,8.31;91.69
ADNI_131_S_0691_MR_Axial_PD_T2_FSE__br_raw_20070209130133542_1_S26206_I38874.nii.gz,PD,PD,83.90;16.10
ADNI_013_S_2389_MR_MPRAGE_br_raw_20110624150420867_166_S112355_I241411.nii.gz,T1,T1,13.39;86.61
ADNI_068_S_4274_MR_MPRAGE_br_raw_20111011091638224_71_S125012_I260437.nii.gz,T1,T1,3.86;96.14
ADNI_051_S_1072_MR_MPRAGE_br_raw_20080219130412984_90_S45849_I90755.nii.gz,T1,T1,3.24;96.76
ADNI_114_S_0410_MR_MPRAGE_br_raw_20070423140609230_95_S30132_I49966.nii.gz,T1,T1,19.65;80.35
ADNI_072_S_4063_MR_MPRAGE_br_raw_20111220125557143_19_S134032_I273334.nii.gz,T1,T1,5.87;94.13
ADNI_072_S_4769_MR_MPRAGE_br_raw_20130123131612323_132_S180722_I355868.nii.gz,T1,T1,4.66;95.34
ADNI_011_S_4235_MR_MPRAGE_br_raw_20110926120955539_147_S123401_I258013.nii.gz,T1,T1,3.64;96.36
ADNI_002_S_0729_MR_Axial_PD_T2_FSE__br_raw_20070225110205112_95_S27090_I41584.nii.gz,PD,PD,77.56;22.44
ADNI_027_S_1385_MR_Axial_PD_T2_FSE__br_raw_20080318142421756_1_S47221_I98765.nii.gz,PD,PD,70.39;29.61
ADNI_072_S_2116_MR_MPRAGE_br_raw_20111118120810002_27_S130134_I267566.nii.gz,T1,T1,3.58;96.42
ADNI_013_S_4268_MR_MPRAGE_br_raw_20121126133540005_134_S175407_I347751.nii.gz,T1,T1,14.20;85.80
ADNI_072_S_4226_MR_MPRAGE_br_raw_20120420103505967_162_S147944_I299100.nii.gz,T1,T1,5.60;94.40
ADNI_135_S_4954_MR_MPRAGE_br_raw_20120924115236764_47_S168533_I336502.nii.gz,T1,T1,4.79;95.21
ADNI_051_S_1072_MR_MPRAGE_br_raw_20111219134514093_130_S133784_I273027.nii.gz,T1,T1,11.37;88.63
ADNI_016_S_1121_MR_MPRAGE_br_raw_20091217105049466_101_S77265_I161032.nii.gz,T1,T1,8.13;91.87
ADNI_003_S_0908_MR_MPRAGE_br_raw_20080508160115150_98_S49795_I104926.nii.gz,T1,T1,9.52;90.48
ADNI_053_S_0507_MR_MPRAGE_br_raw_20071127134041734_86_S43020_I83429.nii.gz,T1,T1,7.92;92.08
ADNI_031_S_4590_MR_MPRAGE_br_raw_20120615175051517_6_S154131_I310768.nii.gz,T1,T1,21.31;78.69
ADNI_016_S_1121_MR_MPRAGE_br_raw_20071217104051361_98_S43926_I85146.nii.gz,T1,T1,11.68;88.32
ADNI_002_S_1155_MR_Axial_PD_T2_FSE__br_raw_20140708154207778_47_S97233_I209897.nii.gz,PD,PD,77.50;22.50
ADNI_137_S_0994_MR_Axial_PD_T2_FSE__br_raw_20061101131830025_1_S21635_I28270.nii.gz,PD,PD,90.75;9.25
ADNI_136_S_0300_MR_Axial_PD_T2_FSE__br_raw_20080520133518362_1_S50399_I106253.nii.gz,PD,PD,75.70;24.30
ADNI_033_S_0906_MR_Axial_PD_T2_FSE__br_raw_20111017102148559_47_S125414_I261108.nii.gz,PD,PD,91.40;8.60
ADNI_029_S_1073_MR_Axial_PD_T2_FSE__br_raw_20081209105639382_95_S60651_I129685.nii.gz,PD,PD,63.75;36.25
ADNI_037_S_4381_MR_MPRAGE_br_raw_20140321135904940_31_S214629_I417543.nii.gz,T1,T1,9.94;90.06
ADNI_033_S_0511_MR_Axial_PD_T2_FSE__br_raw_20080609133218242_1_S51222_I108827.nii.gz,PD,PD,76.86;23.14
ADNI_133_S_0913_MR_Axial_PD_T2_FSE__br_raw_20070719130658441_95_S35317_I60886.nii.gz,PD,PD,70.97;29.03
ADNI_130_S_0285_MR_Axial_PD_T2_FSE__br_raw_20080721121935451_21_S53675_I113592.nii.gz,PD,PD,72.38;27.62
ADNI_127_S_1382_MR_Axial_PD_T2_FSE__br_raw_20080425135406486_1_S49317_I103997.nii.gz,PD,PD,62.56;37.44
ADNI_133_S_0727_MR_Axial_PD_T2_FSE__br_raw_20070315160251281_1_S28175_I44866.nii.gz,PD,PD,73.59;26.41
ADNI_031_S_2233_MR_MPRAGE_br_raw_20120105170750508_129_S135532_I275535.nii.gz,T1,T1,16.91;83.09
ADNI_037_S_2103_MR_MPRAGE_br_raw_20101020155808724_40_S93523_I197858.nii.gz,T1,T1,4.98;95.02
ADNI_136_S_0300_MR_Axial_PD_T2_FSE__br_raw_20060510100051882_1_S14135_I14814.nii.gz,PD,PD,82.65;17.35
ADNI_023_S_4448_MR_MPRAGE_br_raw_20120820151958883_125_S161685_I324988.nii.gz,T1,T1,6.91;93.09
ADNI_031_S_2233_MR_MPRAGE_br_raw_20130110130941998_126_S179865_I354599.nii.gz,T1,T1,17.59;82.41
ADNI_114_S_0410_MR_MPRAGE_br_raw_20071102165911464_98_S42230_I80580.nii.gz,T1,T1,13.64;86.36
ADNI_130_S_4468_MR_MPRAGE_br_raw_20120815103159815_160_S160836_I323819.nii.gz,T1,T1,17.11;82.89
ADNI_072_S_4063_MR_MPRAGE_br_raw_20150506140048747_27_S257790_I489820.nii.gz,T1,T1,4.96;95.04
ADNI_098_S_0667_MR_Axial_PD_T2_FSE__br_raw_20060629100042451_1_S15978_I17700.nii.gz,PD,PD,73.37;26.63
ADNI_067_S_1253_MR_MPRAGE_br_raw_20070918092448786_98_S39399_I73490.nii.gz,T1,T1,4.67;95.33
ADNI_029_S_0999_MR_Axial_PD_T2_FSE__br_raw_20061201100622693_1_S23247_I31237.nii.gz,PD,PD,70.68;29.32
ADNI_128_S_0522_MR_FSE_PD_T2__br_raw_20060521181017592_97_S14789_I15816.nii.gz,PD,PD,94.88;5.12
ADNI_067_S_1185_MR_MPRAGE_br_raw_20070123155949189_63_S25394_I37256.nii.gz,T1,T1,2.09;97.91
ADNI_130_S_4817_MR_MPRAGE_br_raw_20150603131414841_84_S261963_I495752.nii.gz,T1,T1,16.81;83.19
ADNI_053_S_0621_MR_Axial_PD_T2_FSE__br_raw_20080619094323890_1_S51871_I110156.nii.gz,PD,PD,70.62;29.38
ADNI_130_S_4817_MR_MPRAGE_br_raw_20130123123944983_69_S180711_I355852.nii.gz,T1,T1,17.82;82.18
ADNI_072_S_4769_MR_MPRAGE_br_raw_20120713095255501_131_S157503_I316181.nii.gz,T1,T1,4.09;95.91
ADNI_067_S_5205_MR_MPRAGE_br_raw_20130617123032185_46_S192528_I376818.nii.gz,T1,T1,4.68;95.32
ADNI_136_S_0300_MR_Axial_PD_T2_FSE__br_raw_20061116163848262_1_S22630_I29958.nii.gz,PD,PD,82.65;17.35
ADNI_036_S_4715_MR_MPRAGE_br_raw_20130607095621719_10_S191631_I375534.nii.gz,T1,T1,7.91;92.09
ADNI_137_S_0443_MR_Axial_PD_T2_FSE__br_raw_20070301143224569_1_S27312_I42096.nii.gz,PD,PD,94.32;5.68
ADNI_131_S_0691_MR_Axial_PD_T2_FSE__br_raw_20060816165956271_1_S17945_I20679.nii.gz,PD,PD,82.84;17.16
ADNI_116_S_0834_MR_FSE_PD_T2__br_raw_20101103163343843_45_S94161_I202103.nii.gz,PD,PD,92.03;7.97
ADNI_002_S_1155_MR_Axial_PD_T2_FSE__br_raw_20061215204831138_1_S24143_I33392.nii.gz,PD,PD,81.53;18.47
ADNI_035_S_4414_MR_MPRAGE_br_raw_20140410162342020_60_S215029_I418166.nii.gz,T1,T1,5.40;94.60
